Date,Time,open,high,low,close,volume,RSI_rsi,SMA_sma,CCI_cci,ATR_atr,BBANDS_upper_band,BBANDS_middle_band,BBANDS_lower_band,EMA_ema,MACD_macd,MACD_macd_signal,MACD_macd_hist,STOCH_slow_k,STOCH_slow_d,ADX_adx
2023-05-30,10:30,40.828,41.415,40.736,41.108,116296000.0,85.91734,39.18091,96.29109,0.81568132,44.16865,37.1486,30.12855,39.29453,2.15117,1.98748,0.16368842,81.084737,78.713,59.91393
2023-05-30,11:30,41.10793,41.38,40.295,40.327,119266230.0,76.61788,39.43415,91.57806,0.83491819,43.99238,37.6645,31.33661,39.50102,2.1169,2.013361,0.1035385,63.2862,72.98942,60.57775
2023-05-30,12:30,40.32,40.57508,40.076001,40.12,94911710.0,74.32177,39.62031,87.32401,0.81092963,43.53378,38.16515,32.79651,39.62482,2.049417,2.020572,0.028844489,58.56885,67.6466,60.81252
2023-05-30,13:30,40.13,40.377,39.949,40.1359,87523230.0,74.38527,39.78447,91.018203,0.78357751,42.77337,38.64504,34.51671,39.72704,1.97446,2.01135,-0.036890838,58.93119,60.26208,60.80418
2023-05-30,14:30,40.14099,40.348,39.981,40.091,66507070.0,73.83003,39.9388,78.99027,0.75382207,40.97028,39.12254,37.27481,39.79983,1.88965,1.98701,-0.097361127,57.90793,58.46932,60.79644
2023-05-30,15:30,40.088,40.139,39.95,40.113,54981510.0,73.9327,40.06719,63.48514,0.71347774,41.071065,39.21034,37.34962,39.86246,1.80342,1.95029,-0.14687009,58.4093,58.41614,60.72675
2023-05-31,09:30,39.743,40.295,38.906,39.2235,201419990.0,63.14593,40.096192,15.72821,0.76172943,41.080942,39.22412,37.36729,39.73467,1.64436,1.8891,-0.24474855,31.8649,49.39405,58.77956
2023-05-31,10:30,39.21401,39.434,38.752,38.768,113758190.0,58.44356,40.078859,-23.75565,0.75603453,41.074339,39.24139,37.40845,39.54134,1.46466,1.80422,-0.33955826,9.24701,33.17374,56.7281
2023-05-31,11:30,38.773,38.838,38.151,38.163,110259700.0,52.81754,39.78327,-68.89627,0.75110345,41.093593,39.21437,37.33515,39.26567,1.25891,1.69515,-0.43624124,0.31686066,13.80959,53.92307
2023-05-31,12:30,38.1635,38.534,38.051999,38.534,94231860.0,55.63775,39.49727,-69.24846,0.73188183,41.085624,39.22562,37.36562,39.11933,1.11297,1.57872,-0.46574988,12.40351,7.32246,51.17662
2023-05-31,13:30,38.536,38.79199,38.503,38.555,82698960.0,55.7988,39.30038,-52.1641,0.70024665,41.081726,39.23218,37.38263,39.0064676,0.98761413,1.4605,-0.47288269,12.94389,8.55476,48.89971
2023-05-31,14:30,38.5595,38.693,38.186,38.4375,68137740.0,54.60432,39.11343,-68.65623,0.68644337,41.053133,39.2548,37.45647,38.89267,0.86877473,1.34215,-0.47337767,9.92025,11.75589,46.30377
2023-05-31,15:30,38.445,38.49799,37.822,37.837,89191670.0,48.84895,38.858,-100.31191,0.68569661,41.072977,39.24426,37.41555,38.68154,0.71786319,1.21729,-0.49943137,0.36441663,7.74285,43.36802
2023-06-01,09:30,38.5,39.289,38.34,38.684,183943890.0,55.9082,38.70167,-45.41904,0.74043271,41.066898,39.25624,37.44557,38.68203,0.65901384,1.10564,-0.44662457,23.99109,11.42525,41.53992
2023-06-01,10:30,38.688,39.5,38.6,39.24901,101681230.0,59.8853,38.60567,-19.90854,0.75183037,41.075611,39.28576,37.49591,38.79543,0.65046882,1.014604,-0.36413567,40.10713,21.48754,40.057939
2023-06-01,11:30,39.249,39.612,39.152,39.4455,62727320.0,61.19613,38.63033,1.40721,0.73098539,41.093524,39.32294,37.55235,38.92544,0.65203547,0.94209069,-0.29005522,58.97028,41.022831,38.79806
2023-06-01,12:30,39.4455,39.7839,39.364,39.6365,61676360.0,62.47962,38.72683,14.95233,0.70876482,41.12418,39.35689,37.58959,39.067653,0.66106879,0.88588631,-0.22481752,71.017603,56.69834,37.81018
2023-06-01,13:30,39.6365,40.05,39.58061,39.891,72937840.0,64.17977,38.91883,32.65428,0.69166668,41.1755,39.40331,37.63112,39.23232,0.68091473,0.844892,-0.16397726,81.90813,70.63201,37.17109
2023-06-01,14:30,39.89201,39.99,38.6,39.61199,55173760.0,60.92066,39.038611,-8.20394,0.74154759,41.19802,39.43771,37.6774,39.30826,0.66644663,0.80920292,-0.14275629,72.3813,75.10234,35.0052646
2023-06-01,15:30,39.604,39.794,39.4745,39.774,52304720.0,62.12341,39.17406,25.39448,0.71140139,41.036395,39.38524,37.73409,39.4014,0.66044015,0.77945037,-0.11901022,78.93239,77.74061,32.99414
2023-06-02,09:30,40.097,40.5,39.155,39.62465,170337030.0,60.28152,39.30596,43.58389,0.75665852,40.76785,39.31108,37.85431,39.44605,0.63629388,0.75081907,-0.11452519,67.31326,72.87565,31.95725
2023-06-02,10:30,39.641,39.91999,39.5351,39.77591,66666960.0,61.5257,39.5214,49.84319,0.73010346,40.68207,39.28352,37.88497,39.51202,0.62219101,0.72509346,-0.10290245,72.96152,73.069054,30.99443
2023-06-02,11:30,39.778,39.808,39.48,39.598,42608030.0,59.17767,39.62295,42.0083546,0.70138177,40.61133,39.25742,37.90352,39.52922,0.58985913,0.69804659,-0.10818746,66.31819,68.86432,30.0058239
